V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,recorded-deaths,Deaths
74,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,35-39,35-39,total-registered-deaths,Total registered deaths
121,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,40-44,40-44,total-registered-deaths,Total registered deaths
33,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
47,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,0-1,0-1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,1-4,1-4,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,0-1,0-1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,5-9,5-9,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
26,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
25,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,20-24,20-24,total-registered-deaths,Total registered deaths
846,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,85-89,85-89,total-registered-deaths,Total registered deaths
3,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,1-4,1-4,total-registered-deaths,Total registered deaths
6,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,10-14,10-14,total-registered-deaths,Total registered deaths
8945,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,all-ages,All ages,total-registered-deaths,Total registered deaths
1,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
13,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,15-19,15-19,total-registered-deaths,Total registered deaths
15,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,25-29,25-29,total-registered-deaths,Total registered deaths
1528,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,85-89,85-89,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,5-9,5-9,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
845,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,85-89,85-89,total-registered-deaths,Total registered deaths
22,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,0-1,0-1,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
151,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,50-54,50-54,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,1-4,1-4,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
646,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,90+,90+,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,5-9,5-9,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
17,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,15-19,15-19,total-registered-deaths,Total registered deaths
21,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,0-1,0-1,total-registered-deaths,Total registered deaths
38,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
251,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,50-54,50-54,total-registered-deaths,Total registered deaths
386,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,55-59,55-59,total-registered-deaths,Total registered deaths
7,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,5-9,5-9,total-registered-deaths,Total registered deaths
20,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,15-19,15-19,total-registered-deaths,Total registered deaths
502,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,70-74,70-74,total-registered-deaths,Total registered deaths
1,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,1-4,1-4,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
24,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,0-1,0-1,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,1-4,1-4,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
46,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
79,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,45-49,45-49,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,5-9,5-9,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
25,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
27,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
76,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
37,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,0-1,0-1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
817,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,80-84,80-84,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,1-4,1-4,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
8,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
17,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
78,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
44,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
31,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,0-1,0-1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
32,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,30-34,30-34,total-registered-deaths,Total registered deaths
58,,2021,2021,K04000001,England and Wales,week-32,Week 32,all,All,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1819,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,90+,90+,total-registered-deaths,Total registered deaths
6,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
50,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,25-29,25-29,total-registered-deaths,Total registered deaths
22,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,0-1,0-1,total-registered-deaths,Total registered deaths
906,,2020,2020,K04000001,England and Wales,week-32,Week 32,all,All,70-74,70-74,total-registered-deaths,Total registered deaths
9,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
57,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
33,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,5-9,5-9,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
14,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
29,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
29,,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
33,,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,all-ages,All ages,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-32,Week 32,male,Male,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-32,Week 32,female,Female,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,all-ages,All ages,total-registered-deaths,Total registered deaths
63,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,5-9,5-9,total-registered-deaths,Total registered deaths
17,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,20-24,20-24,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,1-4,1-4,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
276,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,65-69,65-69,total-registered-deaths,Total registered deaths
59,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,10-14,10-14,total-registered-deaths,Total registered deaths
40,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
1374,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,85-89,85-89,total-registered-deaths,Total registered deaths
24,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
20,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
27,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,0-1,0-1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
99,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,40-44,40-44,total-registered-deaths,Total registered deaths
15,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
298,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,5-9,5-9,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
273,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,all-ages,All ages,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,0-1,0-1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1887,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
13,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
36,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
87,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,all-ages,All ages,total-registered-deaths,Total registered deaths
52,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,30-34,30-34,total-registered-deaths,Total registered deaths
8,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
19,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1545,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,90+,90+,total-registered-deaths,Total registered deaths
1850,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
55,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,30-34,30-34,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,0-1,0-1,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,20-24,20-24,total-registered-deaths,Total registered deaths
6,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,20-24,20-24,total-registered-deaths,Total registered deaths
216,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,55-59,55-59,total-registered-deaths,Total registered deaths
660,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,80-84,80-84,total-registered-deaths,Total registered deaths
5,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
354,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,55-59,55-59,total-registered-deaths,Total registered deaths
34,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
27,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
48,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
146,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
19,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,all-ages,All ages,total-registered-deaths,Total registered deaths
2,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
12,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,20-24,20-24,total-registered-deaths,Total registered deaths
1,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,5-9,5-9,total-registered-deaths,Total registered deaths
30,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,0-1,0-1,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,1-4,1-4,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,1-4,1-4,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
14,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
16,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,30-34,30-34,total-registered-deaths,Total registered deaths
26,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,35-39,35-39,total-registered-deaths,Total registered deaths
33,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,40-44,40-44,total-registered-deaths,Total registered deaths
57,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,45-49,45-49,total-registered-deaths,Total registered deaths
172,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,60-64,60-64,total-registered-deaths,Total registered deaths
232,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
22,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
149,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
84,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
22,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,25-29,25-29,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,5-9,5-9,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
36,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,30-34,30-34,total-registered-deaths,Total registered deaths
44,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
1,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
79,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,50-54,50-54,total-registered-deaths,Total registered deaths
18,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,5-9,5-9,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1094,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,90+,90+,total-registered-deaths,Total registered deaths
2,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
9,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,10-14,10-14,total-registered-deaths,Total registered deaths
235,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,50-54,50-54,total-registered-deaths,Total registered deaths
4,,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,25-29,25-29,total-registered-deaths,Total registered deaths
89,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,50-54,50-54,total-registered-deaths,Total registered deaths
235,,2021,2021,K04000001,England and Wales,week-13,Week 13,female,Female,65-69,65-69,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,5-9,5-9,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
31,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,35-39,35-39,total-registered-deaths,Total registered deaths
236,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,60-64,60-64,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,1-4,1-4,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
163,,2020,2020,K04000001,England and Wales,week-13,Week 13,all,All,45-49,45-49,total-registered-deaths,Total registered deaths
