V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,recorded-deaths,Deaths
10,,2020,2020,K04000001,England and Wales,week-34,Week 34,female,Female,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
397,,2021,2021,K04000001,England and Wales,week-5,Week 05,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2020,2020,K04000001,England and Wales,week-35,Week 35,all,All,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-52,Week 52,female,Female,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
147,,2021,2021,K04000001,England and Wales,week-11,Week 11,all,All,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-9,Week 09,male,Male,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-28,Week 28,all,All,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2021,2021,K04000001,England and Wales,week-12,Week 12,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-47,Week 47,all,All,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-14,Week 14,male,Male,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-15,Week 15,all,All,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-11,Week 11,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
91,,2020,2020,K04000001,England and Wales,week-42,Week 42,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-44,Week 44,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-29,Week 29,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,K04000001,England and Wales,week-22,Week 22,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-21,Week 21,female,Female,70-74,70-74,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-33,Week 33,female,Female,5-9,05-09,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-29,Week 29,all,All,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-37,Week 37,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2020,2020,K04000001,England and Wales,week-44,Week 44,male,Male,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-36,Week 36,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-27,Week 27,female,Female,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2020,2020,K04000001,England and Wales,week-40,Week 40,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-49,Week 49,male,Male,60-64,60-64,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-23,Week 23,female,Female,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,K04000001,England and Wales,week-30,Week 30,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-43,Week 43,all,All,40-44,40-44,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-18,Week 18,female,Female,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
13,,2020,2020,K04000001,England and Wales,week-41,Week 41,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-50,Week 50,male,Male,45-49,45-49,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-37,Week 37,all,All,70-74,70-74,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-24,Week 24,male,Male,45-49,45-49,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-52,Week 52,female,Female,all-ages,All ages,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-36,Week 36,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-36,Week 36,all,All,0-1,00-01,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-53,Week 53,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2912,,2020,2020,K04000001,England and Wales,week-52,Week 52,all,All,all-ages,All ages,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,K04000001,England and Wales,week-10,Week 10,all,All,1-4,01-04,total-registered-deaths,Total registered deaths
12,,2020,2020,K04000001,England and Wales,week-13,Week 13,female,Female,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-8,Week 08,female,Female,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-24,Week 24,female,Female,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
414,,2020,2020,K04000001,England and Wales,week-52,Week 52,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
5,,2020,2020,K04000001,England and Wales,week-31,Week 31,female,Female,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
417,,2020,2020,K04000001,England and Wales,week-9,Week 09,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
5,,2020,2020,K04000001,England and Wales,week-19,Week 19,female,Female,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2020,2020,K04000001,England and Wales,week-37,Week 37,female,Female,1-4,01-04,total-registered-deaths,Total registered deaths
332,,2020,2020,K04000001,England and Wales,week-18,Week 18,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
22,,2020,2020,K04000001,England and Wales,week-22,Week 22,male,Male,0-1,00-01,total-registered-deaths,Total registered deaths
20,,2020,2020,K04000001,England and Wales,week-8,Week 08,all,All,15-19,15-19,total-registered-deaths,Total registered deaths
1927,,2020,2020,K04000001,England and Wales,week-8,Week 08,all,All,85-89,85-89,total-registered-deaths,Total registered deaths
41,,2020,2020,K04000001,England and Wales,week-22,Week 22,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 03,all,All,all-ages,All ages,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
6,,2020,2020,K04000001,England and Wales,week-25,Week 25,all,All,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-40,Week 40,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-26,Week 26,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1452,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,80-84,80-84,total-registered-deaths,Total registered deaths
58,,2020,2020,K04000001,England and Wales,week-43,Week 43,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
14,,2020,2020,K04000001,England and Wales,week-25,Week 25,female,Female,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2020,2020,K04000001,England and Wales,week-24,Week 24,all,All,5-9,05-09,total-registered-deaths,Total registered deaths
23,,2020,2020,K04000001,England and Wales,week-28,Week 28,female,Female,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
48,,2020,2020,K04000001,England and Wales,week-41,Week 41,all,All,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2124,,2020,2020,K04000001,England and Wales,week-5,Week 05,all,All,85-89,85-89,total-registered-deaths,Total registered deaths
2404,,2021,2021,K04000001,England and Wales,week-6,Week 06,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
197,,2021,2021,K04000001,England and Wales,week-9,Week 09,male,Male,50-54,50-54,total-registered-deaths,Total registered deaths
1,,2020,2020,K04000001,England and Wales,week-50,Week 50,female,Female,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
20,,2020,2020,K04000001,England and Wales,week-23,Week 23,female,Female,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
990,,2020,2020,K04000001,England and Wales,week-22,Week 22,female,Female,85-89,85-89,total-registered-deaths,Total registered deaths
116,,2020,2020,K04000001,England and Wales,week-7,Week 07,female,Female,50-54,50-54,total-registered-deaths,Total registered deaths
1550,,2020,2020,K04000001,England and Wales,week-39,Week 39,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
223,,2020,2020,K04000001,England and Wales,week-39,Week 39,male,Male,55-59,55-59,total-registered-deaths,Total registered deaths
17,,2020,2020,K04000001,England and Wales,week-25,Week 25,male,Male,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
564,,2020,2020,K04000001,England and Wales,week-29,Week 29,male,Male,90+,90+,total-registered-deaths,Total registered deaths
739,,2020,2020,K04000001,England and Wales,week-35,Week 35,female,Female,80-84,80-84,total-registered-deaths,Total registered deaths
119,,2020,2020,K04000001,England and Wales,week-51,Week 51,all,All,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2020,2020,K04000001,England and Wales,week-23,Week 23,all,All,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-11,Week 11,all,All,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
6057,,2021,2021,K04000001,England and Wales,week-1,Week 01,all,All,all-ages,All ages,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
622,,2020,2020,K04000001,England and Wales,week-29,Week 29,male,Male,75-79,75-79,total-registered-deaths,Total registered deaths
400,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,all-ages,All ages,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
162,,2020,2020,K04000001,England and Wales,week-21,Week 21,female,Female,55-59,55-59,total-registered-deaths,Total registered deaths
104,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,45-49,45-49,total-registered-deaths,Total registered deaths
44,,2020,2020,K04000001,England and Wales,week-19,Week 19,female,Female,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
17,,2020,2020,K04000001,England and Wales,week-24,Week 24,female,Female,0-1,00-01,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-7,Week 07,all,All,1-4,01-04,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
62,,2020,2020,K04000001,England and Wales,week-20,Week 20,all,All,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2021,2021,K04000001,England and Wales,week-17,Week 17,all,All,10-14,10-14,total-registered-deaths,Total registered deaths
2517,,2020,2020,K04000001,England and Wales,week-7,Week 07,all,All,90+,90+,total-registered-deaths,Total registered deaths
51,,2021,2021,K04000001,England and Wales,week-10,Week 10,all,All,30-34,30-34,total-registered-deaths,Total registered deaths
126,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,50-54,50-54,total-registered-deaths,Total registered deaths
4,,2021,2021,K04000001,England and Wales,week-15,Week 15,male,Male,10-14,10-14,total-registered-deaths,Total registered deaths
11,,2021,2021,K04000001,England and Wales,week-9,Week 09,female,Female,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,K04000001,England and Wales,week-36,Week 36,male,Male,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2020,2020,K04000001,England and Wales,week-43,Week 43,all,All,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2021,2021,K04000001,England and Wales,week-16,Week 16,female,Female,25-29,25-29,total-registered-deaths,Total registered deaths
108,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,40-44,40-44,total-registered-deaths,Total registered deaths
36,,2021,2021,K04000001,England and Wales,week-4,Week 04,all,All,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
378,,2021,2021,K04000001,England and Wales,week-4,Week 04,all,All,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
155,,2021,2021,K04000001,England and Wales,week-4,Week 04,male,Male,45-49,45-49,total-registered-deaths,Total registered deaths
793,,2021,2021,K04000001,England and Wales,week-12,Week 12,male,Male,80-84,80-84,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-2,Week 02,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-8,Week 08,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-37,Week 37,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-4,Week 04,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
36,,2020,2020,K04000001,England and Wales,week-42,Week 42,all,All,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
76,,2020,2020,K04000001,England and Wales,week-21,Week 21,all,All,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-24,Week 24,all,All,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-37,Week 37,male,Male,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-45,Week 45,all,All,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-52,Week 52,male,Male,all-ages,All ages,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-27,Week 27,male,Male,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,K04000001,England and Wales,week-30,Week 30,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
188,,2020,2020,K04000001,England and Wales,week-51,Week 51,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-53,Week 53,male,Male,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-52,Week 52,all,All,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
102,,2020,2020,K04000001,England and Wales,week-50,Week 50,female,Female,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2020,2020,K04000001,England and Wales,week-31,Week 31,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-52,Week 52,female,Female,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
134,,2021,2021,K04000001,England and Wales,week-6,Week 06,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-33,Week 33,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-20,Week 20,all,All,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
751,,2021,2021,K04000001,England and Wales,week-7,Week 07,female,Female,75-79,75-79,total-registered-deaths,Total registered deaths
604,,2021,2021,K04000001,England and Wales,week-12,Week 12,male,Male,70-74,70-74,total-registered-deaths,Total registered deaths
664,,2021,2021,K04000001,England and Wales,week-7,Week 07,all,All,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
110,,2021,2021,K04000001,England and Wales,week-12,Week 12,all,All,40-44,40-44,total-registered-deaths,Total registered deaths
168,,2020,2020,K04000001,England and Wales,week-11,Week 11,male,Male,50-54,50-54,total-registered-deaths,Total registered deaths
2,,2020,2020,K04000001,England and Wales,week-6,Week 06,female,Female,5-9,05-09,total-registered-deaths,Total registered deaths
32,,2020,2020,K04000001,England and Wales,week-12,Week 12,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
153,,2021,2021,K04000001,England and Wales,week-9,Week 09,all,All,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-6,Week 06,all,All,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
352,,2021,2021,K04000001,England and Wales,week-5,Week 05,all,All,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
22,,2020,2020,K04000001,England and Wales,week-12,Week 12,all,All,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
31,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
611,,2020,2020,K04000001,England and Wales,week-47,Week 47,all,All,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
252,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
112,,2020,2020,K04000001,England and Wales,week-17,Week 17,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-28,Week 28,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-24,Week 24,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-31,Week 31,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-12,Week 12,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,K04000001,England and Wales,week-19,Week 19,all,All,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,K04000001,England and Wales,week-32,Week 32,female,Female,55-59,55-59,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-29,Week 29,all,All,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,K04000001,England and Wales,week-52,Week 52,all,All,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-34,Week 34,all,All,65-69,65-69,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-38,Week 38,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-36,Week 36,all,All,90+,90+,total-registered-deaths,Total registered deaths
72,,2020,2020,K04000001,England and Wales,week-25,Week 25,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-33,Week 33,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-43,Week 43,all,All,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-19,Week 19,all,All,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-34,Week 34,all,All,10-14,10-14,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-43,Week 43,female,Female,85-89,85-89,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-33,Week 33,male,Male,all-ages,All ages,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-53,Week 53,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,K04000001,England and Wales,week-40,Week 40,all,All,55-59,55-59,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-18,Week 18,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-50,Week 50,male,Male,80-84,80-84,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-19,Week 19,all,All,20-24,20-24,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-30,Week 30,all,All,75-79,75-79,total-registered-deaths,Total registered deaths
,x,2020,2020,K04000001,England and Wales,week-13,Week 13,male,Male,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-41,Week 41,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-26,Week 26,female,Female,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-8,Week 08,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-45,Week 45,male,Male,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
993,,2020,2020,K04000001,England and Wales,week-43,Week 43,female,Female,85-89,85-89,total-registered-deaths,Total registered deaths
1519,,2020,2020,K04000001,England and Wales,week-45,Week 45,all,All,75-79,75-79,total-registered-deaths,Total registered deaths
85,,2020,2020,K04000001,England and Wales,week-7,Week 07,all,All,35-39,35-39,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 03,male,Male,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
44,,2020,2020,K04000001,England and Wales,week-27,Week 27,male,Male,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-28,Week 28,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-48,Week 48,female,Female,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-15,Week 15,female,Female,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
19,,2020,2020,K04000001,England and Wales,week-9,Week 09,female,Female,0-1,00-01,total-registered-deaths,Total registered deaths
29,,2020,2020,K04000001,England and Wales,week-44,Week 44,male,Male,30-34,30-34,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-15,Week 15,male,Male,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1366,,2020,2020,K04000001,England and Wales,week-11,Week 11,all,All,75-79,75-79,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-43,Week 43,male,Male,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-21,Week 21,female,Female,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
34,,2020,2020,K04000001,England and Wales,week-28,Week 28,male,Male,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
655,,2020,2020,K04000001,England and Wales,week-4,Week 04,female,Female,75-79,75-79,total-registered-deaths,Total registered deaths
201,,2020,2020,K04000001,England and Wales,week-22,Week 22,male,Male,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-11,Week 11,male,Male,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2021,2021,K04000001,England and Wales,week-1,Week 01,all,All,10-14,10-14,total-registered-deaths,Total registered deaths
1334,,2020,2020,K04000001,England and Wales,week-20,Week 20,all,All,70-74,70-74,total-registered-deaths,Total registered deaths
3,,2020,2020,K04000001,England and Wales,week-43,Week 43,all,All,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
567,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,75-79,75-79,total-registered-deaths,Total registered deaths
95,,2020,2020,K04000001,England and Wales,week-33,Week 33,female,Female,50-54,50-54,total-registered-deaths,Total registered deaths
441,,2020,2020,K04000001,England and Wales,week-25,Week 25,female,Female,75-79,75-79,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-2,Week 02,male,Male,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2021,2021,K04000001,England and Wales,week-13,Week 13,all,All,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2020,2020,K04000001,England and Wales,week-32,Week 32,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-7,Week 07,male,Male,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
36,,2021,2021,K04000001,England and Wales,week-13,Week 13,male,Male,30-34,30-34,total-registered-deaths,Total registered deaths
32,,2020,2020,K04000001,England and Wales,week-33,Week 33,all,All,25-29,25-29,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-29,Week 29,female,Female,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 03,female,Female,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
437,,2020,2020,K04000001,England and Wales,week-5,Week 05,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
656,,2020,2020,K04000001,England and Wales,week-48,Week 48,all,All,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,K04000001,England and Wales,week-46,Week 46,all,All,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
