country,year,age,value,gender
Germany,2011,Unknown - Inconnu,438,Female
Germany,2011,0 - 19,2543,Male
Germany,2011,20 - 24,36505,Male
Germany,2011,25 - 29,117313,Male
Germany,2011,30 - 34,191733,Male
Germany,2011,35 - 39,151290,Male
Germany,2011,40 - 44,80830,Male
Germany,2011,45 - 49,25727,Male
Germany,2011,50 - 54,6651,Male
Germany,2011,55 - 59,1829,Male
Germany,2011,60 - 64,597,Male
Germany,2011,65 +,273,Male
Germany,2011,Unknown - Inconnu,47394,Male
Germany,2012,15 - 19,15791,Female
Germany,2012,20 - 24,86862,Female
Germany,2012,25 - 29,192393,Female
Germany,2012,30 - 34,230928,Female
Germany,2012,35 - 39,118594,Female
Germany,2012,40 - 44,26959,Female
Germany,2012,45 - 49,1386,Female
Germany,2012,50 +,79,Female
Germany,2012,Total,444,Female
Germany,2012,Unknown - Inconnu,438,Female
Germany,2012,0 - 19,2502,Male
Germany,2012,20 - 24,36108,Male
Germany,2012,25 - 29,118462,Male
Germany,2012,30 - 34,198834,Male
Germany,2012,35 - 39,152544,Male
Germany,2012,40 - 44,80790,Male
Germany,2012,45 - 49,27049,Male
Germany,2012,50 - 54,6964,Male
Germany,2012,55 - 59,1904,Male
Germany,2012,60 - 64,621,Male
Germany,2012,65 +,297,Male
Germany,2012,Unknown - Inconnu,47469,Male
Germany,2013,0 - 14,105,Female
Germany,2013,15 - 19,15247,Female
Germany,2013,20 - 24,82504,Female
Germany,2013,25 - 29,192962,Female
Germany,2013,30 - 34,238521,Female
Germany,2013,35 - 39,124065,Female
Germany,2013,40 - 44,26641,Female
Germany,2013,45 - 49,1417,Female
Germany,2013,50 +,87,Female
Germany,2013,Unknown - Inconnu,520,Female
Germany,2013,0 - 19,2310,Male
Germany,2013,20 - 24,34137,Male
Germany,2013,25 - 29,119349,Male
Germany,2013,30 - 34,203946,Male
Germany,2013,35 - 39,157907,Male
Germany,2013,40 - 44,79327,Male
Germany,2013,45 - 49,28094,Male
Germany,2013,50 - 54,7447,Male
Germany,2013,55 - 59,1942,Male
Germany,2013,60 - 64,594,Male
Germany,2013,65 +,276,Male
Germany,2013,Unknown - Inconnu,46740,Male
Germany,2014,0 - 14,135,Female
Germany,2014,15 - 19,15332,Female
Germany,2014,20 - 24,80364,Female
Germany,2014,25 - 29,202696,Female
Germany,2014,30 - 34,253567,Female
Germany,2014,35 - 39,133254,Female
Germany,2014,40 - 44,27484,Female
Germany,2014,45 - 49,1483,Female
Germany,2014,50 +,91,Female
Germany,2014,Unknown - Inconnu,521,Female
Germany,2014,0 - 19,2385,Male
Germany,2014,20 - 24,33336,Male
Germany,2014,25 - 29,125929,Male
Germany,2014,30 - 34,216319,Male
Germany,2014,35 - 39,168301,Male
Germany,2014,40 - 44,80513,Male
Germany,2014,45 - 49,29841,Male
Germany,2014,50 - 54,8266,Male
Germany,2014,55 - 59,2155,Male
Germany,2014,60 - 64,646,Male
Germany,2014,65 +,278,Male
Germany,2014,Unknown - Inconnu,46958,Male
Germany,2015,0 - 14,145,Female
Germany,2015,15 - 19,15567,Female
Germany,2015,20 - 24,79073,Female
Germany,2015,25 - 29,210172,Female
Germany,2015,30 - 34,261520,Female
Germany,2015,35 - 39,140931,Female
Germany,2015,40 - 44,27740,Female
Germany,2015,45 - 49,1580,Female
Germany,2015,50 +,114,Female
Germany,2015,Unknown - Inconnu,733,Female
Germany,2015,0 - 19,2243,Male
Germany,2015,20 - 24,32100,Male
Germany,2015,25 - 29,131482,Male
Germany,2015,30 - 34,225083,Male
Germany,2015,35 - 39,175580,Male
Germany,2015,40 - 44,80879,Male
Germany,2015,45 - 49,30309,Male
Germany,2015,50 - 54,8600,Male
Germany,2015,55 - 59,2256,Male
Germany,2015,60 - 64,625,Male
Germany,2015,65 +,303,Male
Germany,2015,Unknown - Inconnu,48115,Male
Germany,2016,0 - 14,170,Female
Germany,2016,15 - 19,18334,Female
Germany,2016,20 - 24,85571,Female
Germany,2016,25 - 29,224557,Female
Germany,2016,30 - 34,276999,Female
Germany,2016,35 - 39,153719,Female
Germany,2016,40 - 44,29517,Female
Germany,2016,45 - 49,1712,Female
Germany,2016,50 +,153,Female
Germany,2016,Unknown - Inconnu,1405,Female
Germany,2017,0 - 14,123,Female
Germany,2017,15 - 19,15807,Female
Germany,2017,20 - 24,80159,Female
Germany,2017,25 - 29,219119,Female
Germany,2017,30 - 34,279884,Female
Germany,2017,35 - 39,157100,Female
Germany,2017,40 - 44,30282,Female
Germany,2017,45 - 49,1694,Female
Germany,2017,50 +,147,Female
Germany,2017,Unknown - Inconnu,586,Female
Iran,2006,0 - 14,1706,Female
Iran,2006,15 - 19,77246,Female
Iran,2006,20 - 24,28966,Female
Iran,2006,25 - 29,290575,Female
Iran,2006,30 - 34,180284,Female
Iran,2006,35 - 39,84634,Female
Iran,2006,40 - 44,21436,Female
Iran,2006,45 - 49,4185,Female
Iran,2006,50 +,1331,Female
Iran,2006,Total,166296,Female
Iran,2012,0 - 14,1646,Female
Iran,2012,15 - 19,109179,Female
Iran,2012,20 - 24,357074,Female
Iran,2012,25 - 29,444741,Female
Iran,2012,30 - 34,300818,Female
Iran,2012,35 - 39,125308,Female
Iran,2012,40 - 44,27274,Female
Iran,2012,45 - 49,1862,Female
Iran,2012,50 +,406,Female
Iran,2012,Unknown - Inconnu,7095,Female
Iran,2013,0 - 14,1727,Female
Iran,2013,15 - 19,107585,Female
Iran,2013,20 - 24,357480,Female
Iran,2013,25 - 29,460586,Female
Iran,2013,30 - 34,325359,Female
Iran,2013,35 - 39,137551,Female
Iran,2013,40 - 44,29822,Female
Iran,2013,45 - 49,2110,Female
Iran,2013,50 +,386,Female
Iran,2013,Unknown - Inconnu,8072,Female
Iran,2014,0 - 14,1713,Female
Iran,2014,15 - 19,102549,Female
Iran,2014,20 - 24,345564,Female
Iran,2014,25 - 29,474159,Female
Iran,2014,30 - 34,363457,Female
Iran,2014,35 - 39,159905,Female
Iran,2014,40 - 44,34361,Female
Iran,2014,45 - 49,2541,Female
Iran,2014,50 +,264,Female
Iran,2014,Unknown - Inconnu,8804,Female
Iran,2016,10 - 14,1556,Female
Iran,2016,15 - 19,90717,Female
Iran,2016,20 - 24,301501,Female
Iran,2016,25 - 29,454131,Female
Iran,2016,30 - 34,394421,Female
Iran,2016,35 - 39,191232,Female
Iran,2016,40 - 44,42307,Female
Iran,2016,45 - 49,3080,Female
Iran,2016,50 +,284,Female
Iran,2016,Unknown - Inconnu,8644,Female
Iran,2017,10 - 14,1534,Female
Iran,2017,15 - 19,88361,Female
Iran,2017,20 - 24,284754,Female
Iran,2017,25 - 29,429377,Female
Iran,2017,30 - 34,391739,Female
Iran,2017,35 - 39,197447,Female
Iran,2017,40 - 44,44506,Female
Iran,2017,45 - 49,3195,Female
Iran,2017,50 +,315,Female
Iran,2017,Unknown - Inconnu,9043,Female
Italy,2003,15 - 19,9256,Female
Italy,2003,20 - 24,50038,Female
Italy,2003,25 - 29,142457,Female
Italy,2003,30 - 34,194404,Female
Italy,2003,35 - 39,108181,Female
Italy,2003,40 - 44,19519,Female
Italy,2003,45 - 49,810,Female
Italy,2003,50 - 50,73,Female
Italy,2003,50+     ,75,Female
Italy,2003,Unk,6531,Female
Italy,2004,0 - 14,168,Female
Italy,2004,15 - 19,9730,Female
Italy,2004,20 - 24,52429,Female
Italy,2004,25 - 29,143476,Female
Italy,2004,30 - 34,202272,Female
Italy,2004,35 - 39,115961,Female
Italy,2004,40 - 44,21898,Female
Italy,2004,45 - 49,819,Female
Italy,2004,50+,95,Female
Italy,2005,0 - 14,3,Female
Italy,2005,15 - 19,9416,Female
Italy,2005,20 - 24,50715,Female
Italy,2005,25 - 29,135713,Female
Italy,2005,30 - 34,198611,Female
Italy,2005,35 - 39,117659,Female
Italy,2005,40 - 44,23874,Female
Italy,2005,45 - 49,880,Female
Italy,2005,50 +,113,Female
Italy,2005,Unknown - Inconnu,7046,Female
Italy,2006,0 - 19,1743.8841597844,Male
Italy,2006,20 - 24,16888.995632396702,Male
Italy,2006,25 - 29,72846.474614098406,Male
Italy,2006,30 - 34,175526.65799546801,Male
Italy,2006,35 - 39,164481.04384088199,Male
Italy,2006,40 - 44,73108.209409458694,Male
Italy,2006,45 - 49,18642.010075740101,Male
Italy,2006,50 +,5896.1342272639004,Male
Italy,2006,Total,23273,Male
Italy,2006,Unknown - Inconnu,30876.590044907902,Male
Italy,2007,0 - 19,1798,Male
Italy,2007,20 - 24,16978,Male
Italy,2007,25 - 29,70824,Male
Italy,2007,30 - 34,171311,Male
Italy,2007,35 - 39,166751,Male
Italy,2007,40 - 44,75930,Male
Italy,2007,45 - 49,20282,Male
Italy,2007,50 - 54,4793,Male
Italy,2007,55 - 59,1292,Male
Italy,2007,60 - 64,44,Male
Italy,2007,65 +,-,Male
Italy,2007,Unknown - Inconnu,33930,Male
Italy,2008,0 - 19,1855,Male
Italy,2008,20 - 24,17582,Male
Italy,2008,25 - 29,70376,Male
Italy,2008,30 - 34,169196,Male
Italy,2008,35 - 39,169672,Male
Italy,2008,40 - 44,79531,Male
Italy,2008,45 - 49,21421,Male
Italy,2008,50 - 54,5121,Male
Italy,2008,55 - 59,1067,Male
Italy,2008,60 - 64,-,Male
Italy,2008,65 +,-,Male
Italy,2008,Unknown - Inconnu,40838,Male
Italy,2009,0 - 19,1811,Male
Italy,2009,20 - 24,17319,Male
Italy,2009,25 - 29,67830,Male
Italy,2009,30 - 34,161005,Male
Italy,2009,35 - 39,167172,Male
Italy,2009,40 - 44,79712,Male
Italy,2009,45 - 49,22579,Male
Italy,2009,50 - 54,5372,Male
Italy,2009,55 - 59,1514,Male
Italy,2009,60 - 64,71,Male
Italy,2009,65 +,-,Male
Italy,2009,Unknown - Inconnu,44472,Male
Italy,2010,0 - 19,1792,Male
Italy,2010,20 - 24,16945,Male
Italy,2010,25 - 29,65671,Male
Italy,2010,30 - 34,154329,Male
Italy,2010,35 - 39,166658,Male
Italy,2010,40 - 44,81055,Male
Italy,2010,45 - 49,23794,Male
Italy,2010,50 - 54,5621,Male
Italy,2010,55 - 59,1414,Male
Italy,2010,60 - 64,64,Male
Italy,2010,65 +,-,Male
Italy,2010,Unknown - Inconnu,44601,Male
Italy,2011,12 - 14,26,Female
Italy,2011,15 - 19,8975,Female
Italy,2011,20 - 24,50822,Female
Italy,2011,25 - 29,121658,Female
Italy,2011,30 - 34,185076,Female
Italy,2011,35 - 39,142223,Female
Italy,2011,40 - 44,35267,Female
Italy,2011,45 - 49,2349,Female
Italy,2011,50 +,211,Female
Italy,2011,Total,1031,Female
Italy,2011,0 - 19,1756,Male
Italy,2011,20 - 24,16927,Male
Italy,2011,25 - 29,63518,Male
Italy,2011,30 - 34,145649,Male
Italy,2011,35 - 39,161319,Male
Italy,2011,40 - 44,80387,Male
Italy,2011,45 - 49,24792,Male
Italy,2011,50 - 54,5930,Male
Italy,2011,55 - 59,1529,Male
Italy,2011,60 - 64,79,Male
Italy,2011,65 +,-,Male
Italy,2011,Unknown - Inconnu,44721,Male
Italy,2012,0 - 14,-,Female
Italy,2012,15 - 19,8781,Female
Italy,2012,20 - 24,50355,Female
Italy,2012,25 - 29,119222,Female
Italy,2012,30 - 34,178723,Female
Italy,2012,35 - 39,138037,Female
Italy,2012,40 - 44,36217,Female
Italy,2012,45 - 49,2570,Female
Italy,2012,50 +,264,Female
Italy,2012,Total,1031,Female
Italy,2013,0 - 14,14,Female
Italy,2013,15 - 19,8071,Female
Italy,2013,20 - 24,47669,Female
Italy,2013,25 - 29,114955,Female
Italy,2013,30 - 34,171151,Female
Italy,2013,35 - 39,132613,Female
Italy,2013,40 - 44,36852,Female
Italy,2013,45 - 49,2703,Female
Italy,2013,50 +,280,Female
Italy,2013,Total,1031,Female
Italy,2013,0 - 19,1588,Male
Italy,2013,20 - 24,16076,Male
Italy,2013,25 - 29,59852,Male
Italy,2013,30 - 34,133899,Male
Italy,2013,35 - 39,147179,Male
Italy,2013,40 - 44,79236,Male
Italy,2013,45 - 49,24840,Male
Italy,2013,50 - 54,6247,Male
Italy,2013,55 - 59,1633,Male
Italy,2013,60 - 64,453,Male
Italy,2013,65 +,160,Male
Italy,2013,Unknown - Inconnu,43145,Male
Italy,2014,0 - 19,1502,Male
Italy,2014,20 - 24,15330,Male
Italy,2014,25 - 29,58384,Male
Italy,2014,30 - 34,130273,Male
Italy,2014,35 - 39,142109,Male
Italy,2014,40 - 44,77976,Male
Italy,2014,45 - 49,24823,Male
Italy,2014,50 - 54,6523,Male
Italy,2014,55 - 59,1708,Male
Italy,2014,60 - 64,497,Male
Italy,2014,65 +,217,Male
Italy,2014,Unknown - Inconnu,43254,Male
Italy,2015,0 - 14,13,Female
Italy,2015,15 - 19,7121,Female
Italy,2015,20 - 24,42839,Female
Italy,2015,25 - 29,108772,Female
Italy,2015,30 - 34,163117,Female
Italy,2015,35 - 39,123689,Female
Italy,2015,40 - 44,37073,Female
Italy,2015,45 - 49,2869,Female
Italy,2015,50 +,287,Female
Italy,2015,Unknown - Inconnu,-,Female
Italy,2016,0 - 14,11,Female
Italy,2016,15 - 19,6739,Female
Italy,2016,20 - 24,40600,Female
Italy,2016,25 - 29,105946,Female
Italy,2016,30 - 34,159891,Female
Italy,2016,35 - 39,119743,Female
Italy,2016,40 - 44,37024,Female
Italy,2016,45 - 49,3152,Female
Italy,2016,50 +,332,Female
Italy,2016,Total,21968,Female
Italy,2016,0 - 19,1295,Male
Italy,2016,20 - 24,13464,Male
Italy,2016,25 - 29,54874,Male
Italy,2016,30 - 34,121882,Male
Italy,2016,35 - 39,131227,Male
Italy,2016,40 - 44,76886,Male
Italy,2016,45 - 49,25225,Male
Italy,2016,50 - 54,6915,Male
Italy,2016,55 - 59,1777,Male
Italy,2016,60 - 64,445,Male
Italy,2016,65 +,204,Male
Italy,2016,Unknown - Inconnu,39244,Male
Italy,2017,0 - 14,6,Female
Italy,2017,15 - 19,6045,Female
Italy,2017,20 - 24,38179,Female
Italy,2017,25 - 29,103110,Female
Italy,2017,30 - 34,153618,Female
Italy,2017,35 - 39,116945,Female
Italy,2017,40 - 44,36474,Female
Italy,2017,45 - 49,3410,Female
Italy,2017,50 +,364,Female
Italy,2017,Total,20828,Female
Italy,2017,0 - 19,1168,Male
Italy,2017,20 - 24,12614,Male
Italy,2017,25 - 29,54021,Male
Italy,2017,30 - 34,118352,Male
Italy,2017,35 - 39,127129,Male
Italy,2017,40 - 44,75344,Male
Italy,2017,45 - 49,25445,Male
Italy,2017,50 - 54,7139,Male
Italy,2017,55 - 59,1872,Male
Italy,2017,60 - 64,547,Male
Italy,2017,65 +,235,Male
Italy,2017,Unknown - Inconnu,34285,Male
Kenya,2009,0 - 14,3877,Female
Kenya,2009,15 - 19,89664,Female
Kenya,2009,20 - 24,221828,Female
Kenya,2009,25 - 29,174571,Female
Kenya,2009,30 - 34,103940,Female
Kenya,2009,35 - 39,49527,Female
Kenya,2009,40 - 44,13231,Female
Kenya,2009,45 - 49,2165,Female
Kenya,2009,50 +,823,Female
Kenya,2009,Total,1148352,Female
Kenya,2009,Unknown - Inconnu,31686,Female
Mexico,2003,15 - 19,403436,Female
Mexico,2003,20 - 24,737283,Female
Mexico,2003,25 - 29,641611,Female
Mexico,2003,30 - 34,414762,Female
Mexico,2003,35 - 39,187927,Female
Mexico,2003,40 - 44,51731,Female
Mexico,2003,45 - 49,6718,Female
Mexico,2003,50+     ,2056,Female
Mexico,2003,Unk,200437,Female
Mexico,2005,0 - 14,5977,Female
Mexico,2005,15 - 19,349273,Female
Mexico,2005,20 - 24,637184,Female
Mexico,2005,25 - 29,553779,Female
Mexico,2005,30 - 34,376779,Female
Mexico,2005,35 - 39,163801,Female
Mexico,2005,40 - 44,39789,Female
Mexico,2005,45 - 49,3977,Female
Mexico,2005,50 +,868,Female
Mexico,2005,Unknown - Inconnu,9656,Female
Mexico,2005,0 - 19,119886,Male
Mexico,2005,20 - 24,465158,Male
Mexico,2005,25 - 29,531717,Male
Mexico,2005,30 - 34,432785,Male
Mexico,2005,35 - 39,233644,Male
Mexico,2005,40 - 44,104465,Male
Mexico,2005,45 - 49,42335,Male
Mexico,2005,50 +,29404,Male
Mexico,2005,Total,67364,Male
Mexico,2005,Unknown - Inconnu,181689,Male
Mexico,2006,0 - 14,6342,Female
Mexico,2006,15 - 19,350838,Female
Mexico,2006,20 - 24,641028,Female
Mexico,2006,25 - 29,551825,Female
Mexico,2006,30 - 34,379499,Female
Mexico,2006,35 - 39,167335,Female
Mexico,2006,40 - 44,40544,Female
Mexico,2006,45 - 49,3827,Female
Mexico,2006,50 +,954,Female
Mexico,2006,Total,2185888,Female
Mexico,2006,Unknown - Inconnu,9012,Female
Mexico,2006,0 - 19,120550,Male
Mexico,2006,20 - 24,466280,Male
Mexico,2006,25 - 29,526918,Male
Mexico,2006,30 - 34,433030,Male
Mexico,2006,35 - 39,238858,Male
Mexico,2006,40 - 44,106166,Male
Mexico,2006,45 - 49,42502,Male
Mexico,2006,50 +,30568,Male
Mexico,2006,Total,68364,Male
Mexico,2006,Unknown - Inconnu,186332,Male
Mexico,2008,0 - 14,7605,Female
Mexico,2008,15 - 19,393997,Female
Mexico,2008,20 - 24,661880,Female
Mexico,2008,25 - 29,562179,Female
Mexico,2008,30 - 34,384782,Female
Mexico,2008,35 - 39,178710,Female
Mexico,2008,40 - 44,40499,Female
Mexico,2008,45 - 49,3482,Female
Mexico,2008,50 +,739,Female
Mexico,2008,Total,2031806,Female
Mexico,2008,Unknown - Inconnu,9272,Female
Mexico,2008,0 - 19,135119,Male
Mexico,2008,20 - 24,485582,Male
Mexico,2008,25 - 29,540616,Male
Mexico,2008,30 - 34,440879,Male
Mexico,2008,35 - 39,256410,Male
Mexico,2008,40 - 44,111200,Male
Mexico,2008,45 - 49,44133,Male
Mexico,2008,50 - 54,17287,Male
Mexico,2008,55 - 59,11067,Male
Mexico,2008,60 - 64,1123,Male
Mexico,2008,65 +,753,Male
Mexico,2008,Unknown - Inconnu,198976,Male
Mexico,2009,0 - 14,8105,Female
Mexico,2009,15 - 19,409097,Female
Mexico,2009,20 - 24,661928,Female
Mexico,2009,25 - 29,556810,Female
Mexico,2009,30 - 34,377652,Female
Mexico,2009,35 - 39,180761,Female
Mexico,2009,40 - 44,41018,Female
Mexico,2009,45 - 49,3515,Female
Mexico,2009,50 +,671,Female
Mexico,2009,Total,2031806,Female
Mexico,2009,Unknown - Inconnu,13229,Female
Mexico,2009,0 - 19,149066,Male
Mexico,2009,20 - 24,496403,Male
Mexico,2009,25 - 29,537328,Male
Mexico,2009,30 - 34,429165,Male
Mexico,2009,35 - 39,257373,Male
Mexico,2009,40 - 44,109838,Male
Mexico,2009,45 - 49,43537,Male
Mexico,2009,50 - 54,16979,Male
Mexico,2009,55 - 59,6812,Male
Mexico,2009,60 - 64,2745,Male
Mexico,2009,65 +,2006,Male
Mexico,2009,Unknown - Inconnu,201534,Male
Mexico,2010,0 - 19,141023,Male
Mexico,2010,20 - 24,478875,Male
Mexico,2010,25 - 29,522345,Male
Mexico,2010,30 - 34,414879,Male
Mexico,2010,35 - 39,251708,Male
Mexico,2010,40 - 44,107405,Male
Mexico,2010,45 - 49,41605,Male
Mexico,2010,50 - 54,15848,Male
Mexico,2010,55 - 59,6448,Male
Mexico,2010,60 - 64,2638,Male
Mexico,2010,65 +,1778,Male
Mexico,2010,Unknown - Inconnu,184400,Male
Mexico,2011,0 - 14,7681,Female
Mexico,2011,15 - 19,418189,Female
Mexico,2011,20 - 24,669685,Female
Mexico,2011,25 - 29,554846,Female
Mexico,2011,30 - 34,371381,Female
Mexico,2011,35 - 39,185635,Female
Mexico,2011,40 - 44,40638,Female
Mexico,2011,45 - 49,3054,Female
Mexico,2011,50 +,799,Female
Mexico,2011,Unknown - Inconnu,10116,Female
Mexico,2011,0 - 19,149890,Male
Mexico,2011,20 - 24,501228,Male
Mexico,2011,25 - 29,535713,Male
Mexico,2011,30 - 34,417041,Male
Mexico,2011,35 - 39,255125,Male
Mexico,2011,40 - 44,111471,Male
Mexico,2011,45 - 49,44389,Male
Mexico,2011,50 - 54,16394,Male
Mexico,2011,55 - 59,6688,Male
Mexico,2011,60 - 64,2776,Male
Mexico,2011,65 +,1779,Male
Mexico,2011,Unknown - Inconnu,219530,Male
Mexico,2013,0 - 14,7601,Female
Mexico,2013,15 - 19,399650,Female
Mexico,2013,20 - 24,658259,Female
Mexico,2013,25 - 29,527565,Female
Mexico,2013,30 - 34,354986,Female
Mexico,2013,35 - 39,171557,Female
Mexico,2013,40 - 44,40829,Female
Mexico,2013,45 - 49,2672,Female
Mexico,2013,50 +,389,Female
Mexico,2013,Unknown - Inconnu,5425,Female
Mexico,2013,0 - 19,148020,Male
Mexico,2013,20 - 24,496963,Male
Mexico,2013,25 - 29,509840,Male
Mexico,2013,30 - 34,403658,Male
Mexico,2013,35 - 39,243427,Male
Mexico,2013,40 - 44,109685,Male
Mexico,2013,45 - 49,40290,Male
Mexico,2013,50 - 54,15970,Male
Mexico,2013,55 - 59,6432,Male
Mexico,2013,60 - 64,2533,Male
Mexico,2013,65 +,1723,Male
Mexico,2013,Unknown - Inconnu,190392,Male
Mexico,2014,0 - 14,7556,Female
Mexico,2014,15 - 19,382482,Female
Mexico,2014,20 - 24,647521,Female
Mexico,2014,25 - 29,519092,Female
Mexico,2014,30 - 34,353534,Female
Mexico,2014,35 - 39,170471,Female
Mexico,2014,40 - 44,41257,Female
Mexico,2014,45 - 49,2642,Female
Mexico,2014,50 +,360,Female
Mexico,2014,Unknown - Inconnu,4910,Female
Mexico,2014,0 - 19,141220,Male
Mexico,2014,20 - 24,488851,Male
Mexico,2014,25 - 29,497795,Male
Mexico,2014,30 - 34,398917,Male
Mexico,2014,35 - 39,239390,Male
Mexico,2014,40 - 44,110900,Male
Mexico,2014,45 - 49,39944,Male
Mexico,2014,50 - 54,15649,Male
Mexico,2014,55 - 59,6289,Male
Mexico,2014,60 - 64,2583,Male
Mexico,2014,65 +,1589,Male
Mexico,2014,Unknown - Inconnu,186698,Male
Mexico,2015,10 - 14,7204,Female
Mexico,2015,15 - 19,360457,Female
Mexico,2015,20 - 24,635796,Female
Mexico,2015,25 - 29,520558,Female
Mexico,2015,30 - 34,352681,Female
Mexico,2015,35 - 39,169705,Female
Mexico,2015,40 - 44,41512,Female
Mexico,2015,45 - 49,2723,Female
Mexico,2015,50 +,450,Female
Mexico,2015,Unknown - Inconnu,5188,Female
Mexico,2015,0 - 19,131021,Male
Mexico,2015,20 - 24,476794,Male
Mexico,2015,25 - 29,494282,Male
Mexico,2015,30 - 34,396268,Male
Mexico,2015,35 - 39,237323,Male
Mexico,2015,40 - 44,111077,Male
Mexico,2015,45 - 49,40417,Male
Mexico,2015,50 - 54,15730,Male
Mexico,2015,55 - 59,6577,Male
Mexico,2015,60 - 64,2558,Male
Mexico,2015,65 +,1554,Male
Mexico,2015,Unknown - Inconnu,182673,Male
Mexico,2016,10 - 14,6531,Female
Mexico,2016,15 - 19,341688,Female
Mexico,2016,20 - 24,606757,Female
Mexico,2016,25 - 29,510603,Female
Mexico,2016,30 - 34,347242,Female
Mexico,2016,35 - 39,167475,Female
Mexico,2016,40 - 44,40787,Female
Mexico,2016,45 - 49,2831,Female
Mexico,2016,50 +,278,Female
Mexico,2016,Unknown - Inconnu,4166,Female
Mexico,2016,0 - 19,123479,Male
Mexico,2016,20 - 24,453316,Male
Mexico,2016,25 - 29,482689,Male
Mexico,2016,30 - 34,386151,Male
Mexico,2016,35 - 39,231847,Male
Mexico,2016,40 - 44,108479,Male
Mexico,2016,45 - 49,40033,Male
Mexico,2016,50 - 54,15321,Male
Mexico,2016,55 - 59,6294,Male
Mexico,2016,60 - 64,2493,Male
Mexico,2016,65 +,1435,Male
Mexico,2016,Unknown - Inconnu,176821,Male
Nigeria,2007,0 - 14,2528,Female
Nigeria,2007,15 - 19,129716,Female
Nigeria,2007,20 - 24,471036,Female
Nigeria,2007,25 - 29,588454,Female
Nigeria,2007,30 - 34,377593,Female
Nigeria,2007,35 - 39,172081,Female
Nigeria,2007,40 - 44,49519,Female
Nigeria,2007,45 - 49,13411,Female
Nigeria,2007,50 +,2687,Female
Nigeria,2007,Total,14808,Female
Philippines,2005,0 - 19,30260,Male
Philippines,2005,20 - 24,289106,Male
Philippines,2005,25 - 29,447676,Male
Philippines,2005,30 - 34,367207,Male
Philippines,2005,35 - 39,245765,Male
Philippines,2005,40 - 44,128007,Male
Philippines,2005,45 - 49,51542,Male
Philippines,2005,50 - 54,15967,Male
Philippines,2005,55 - 59,5658,Male
Philippines,2005,60 - 64,1950,Male
Philippines,2005,65 +,1553,Male
Philippines,2005,Unknown - Inconnu,104227,Male
Philippines,2007,0 - 19,36203,Male
Philippines,2007,20 - 24,306531,Male
Philippines,2007,25 - 29,458949,Male
Philippines,2007,30 - 34,372744,Male
Philippines,2007,35 - 39,249378,Male
Philippines,2007,40 - 44,128315,Male
Philippines,2007,45 - 49,52500,Male
Philippines,2007,50 - 54,16619,Male
Philippines,2007,55 - 59,5847,Male
Philippines,2007,60 - 64,2079,Male
Philippines,2007,65 +,1716,Male
Philippines,2007,Unknown - Inconnu,118997,Male
Philippines,2009,0 - 19,195662,Male
Philippines,2009,20 - 24,495958,Male
Philippines,2009,25 - 29,461020,Male
Philippines,2009,30 - 34,328063,Male
Philippines,2009,35 - 39,187578,Male
Philippines,2009,40 - 44,66064,Male
Philippines,2009,45 - 49,7712,Male
Philippines,2009,50 - 54,494,Male
Philippines,2009,55 - 59,34,Male
Philippines,2009,60 - 64,0,Male
Philippines,2009,65 +,0,Male
Philippines,2009,Unknown - Inconnu,3000,Male
Philippines,2012,0 - 19,50942,Male
Philippines,2012,20 - 24,336210,Male
Philippines,2012,25 - 29,434400,Male
Philippines,2012,30 - 34,386932,Male
Philippines,2012,35 - 39,243027,Male
Philippines,2012,40 - 44,132535,Male
Philippines,2012,45 - 49,52538,Male
Philippines,2012,50 - 54,17850,Male
Philippines,2012,55 - 59,6380,Male
Philippines,2012,60 - 64,2601,Male
Philippines,2012,65 +,1521,Male
Philippines,2012,Unknown - Inconnu,125431,Male
Philippines,2014,0 - 19,53258,Male
Philippines,2014,20 - 24,339142,Male
Philippines,2014,25 - 29,422732,Male
Philippines,2014,30 - 34,367405,Male
Philippines,2014,35 - 39,237948,Male
Philippines,2014,40 - 44,123388,Male
Philippines,2014,45 - 49,50133,Male
Philippines,2014,50 - 54,17548,Male
Philippines,2014,55 - 59,6147,Male
Philippines,2014,60 - 64,2563,Male
Philippines,2014,65 +,1622,Male
Philippines,2014,Unknown - Inconnu,126971,Male
Philippines,2015,0 - 19,52789,Male
Philippines,2015,20 - 24,334718,Male
Philippines,2015,25 - 29,424115,Male
Philippines,2015,30 - 34,358963,Male
Philippines,2015,35 - 39,241886,Male
Philippines,2015,40 - 44,122441,Male
Philippines,2015,45 - 49,51966,Male
Philippines,2015,50 - 54,17687,Male
Philippines,2015,55 - 59,6439,Male
Philippines,2015,60 - 64,2601,Male
Philippines,2015,65 +,1733,Male
Philippines,2015,Unknown - Inconnu,129429,Male
Philippines,2016,0 - 19,52070,Male
Philippines,2016,20 - 24,327477,Male
Philippines,2016,25 - 29,421840,Male
Philippines,2016,30 - 34,350258,Male
Philippines,2016,35 - 39,240212,Male
Philippines,2016,40 - 44,121795,Male
Philippines,2016,45 - 49,51496,Male
Philippines,2016,50 - 54,17712,Male
Philippines,2016,55 - 59,6565,Male
Philippines,2016,60 - 64,2639,Male
Philippines,2016,65 +,1709,Male
Philippines,2016,Unknown - Inconnu,137552,Male
Philippines,2017,0 - 19,52342,Male
Philippines,2017,20 - 24,317520,Male
Philippines,2017,25 - 29,416168,Male
Philippines,2017,30 - 34,346451,Male
